system:index,Group 0,Group 1,Group 10,Group 11,Group 12,Group 13,Group 14,Group 15,Group 16,Group 17,Group 18,Group 2,Group 3,Group 4,Group 5,Group 6,Group 7,Group 8,Group 9,abbreviati,areaHa,country_co,country_na,cover_2000,loss,wld_rgn,.geo
0000ce6fd83269ac7f18,958556.75,,,,,,,,,,,,,,,,,,,Yem.,4.5468189458059326E7,YM,Yemen,13662.874509803924,1.0,SW Asia,"{""type"":""Point"",""coordinates"":[47.576745211498896,15.914170558378414]}"
0000dcc97a20b9ec79b2,0.0,,,,,,,,,,,,,,,,,,,Erit.,1.2084221177849276E7,ER,Eritrea,11408.023529411781,0.0,Africa,"{""type"":""Point"",""coordinates"":[38.84187389962444,15.381606644995443]}"
000014e46fafb19f6d18,4.2305050632985296E9,2965427.3125,4925570.3125,6904036.125,2.1633425875E7,8839250.5,9862466.1875,8821691.0625,2.6607895875E7,3.44956370625E7,1.2819713875E7,3944233.3125,1.28420160625E7,3945710.75,6909237.5625,6900512.75,2.56968655E7,2.4687320875E7,3.83776009375E7,Eth.,1.1333024075794047E8,ET,Ethiopia,1.2179695086274507E7,4562.341176470589,Africa,"{""type"":""Point"",""coordinates"":[39.64042932753909,8.624533627606276]}"
000005c93a9872014a91,0.0,,,,,,,,,,,,,,,,,,,Dji.,2176876.0455147647,DJ,Djibouti,95.52156862745099,0.0,Africa,"{""type"":""Point"",""coordinates"":[42.57909272901769,11.734178263825369]}"
000064ba7b5968ac7ef0,8.433474077647059E7,,,,2976018.6875,,,,,993304.875,,,,,,,,,,Som.,6.361277903178385E7,SO,Somalia,906464.2470588237,88.95294117647059,Africa,"{""type"":""Point"",""coordinates"":[45.84466480537011,6.0470198847255565]}"
0000eab86fc4ecce50e1,1.2280878898730395E9,981746.9375,186613.7294117647,2963249.875,1971202.1875,4947807.25,2972539.5625,1981182.0625,990251.9375,1980111.375,990130.375,1978719.1875,,3952754.375,1975139.5625,,5935043.75,6923001.6875,1975512.625,S. Sudan,6.4519624292224914E7,OD,South Sudan,1.2851247992156839E7,1284.9372549019606,Africa,"{""type"":""Point"",""coordinates"":[30.207263351235113,7.333010318878162]}"
0000f8f76f3937296a06,0.0,,,,,,,,,,,,,,,,,,,,1046039.1643540316,UU,Abyei Area,94933.49019607836,0.0,Africa,"{""type"":""Point"",""coordinates"":[28.41261364569695,9.788901494234187]}"
0000886fa7d20e449c3b,5.1419525483345585E9,3.07892303125E7,6.91440233742647E7,1.6884434125E7,1.7894523658578433E7,2.08250095872549E7,2.2776555126715686E7,3.9719491125E7,4.1714078625E7,4.17053265625E7,1.1915353875E7,6.3568376375E7,1.29122273125E7,3.87346809375E7,2.28427389375E7,3.938265709068627E7,2.48253165E7,1.886786825E7,2.48211066875E7,,5.886731676644553E7,KE,Kenya,4013410.1176470527,5742.145098039218,Africa,"{""type"":""Point"",""coordinates"":[37.845599344470024,0.557806351790169]}"
00001d2ef4f80c5ec472,1.1686685006368382E10,2.38355578125E7,2.7621082583088234E7,5.66098174375E7,2.88007024375E7,3.97269089375E7,3.3767969E7,5.263682375E7,9.8320615625E7,2.12516380625E8,9.8322108875E7,1986596.9375,7942145.9375,1.58866696875E7,2.08548470625E7,2.1843811625E7,3.17840606875E7,2.4829683E7,1.19170111875E7,Ug.,2.4246289467715364E7,UG,Uganda,6303237.584313728,12582.745098039217,Africa,"{""type"":""Point"",""coordinates"":[32.391335862851875,1.2779442021635454]}"
000035d83e3ce2739675,5.159062421522844E10,3.45406556875E7,1.575989919375E8,2.3812930375E8,2.0025065984142157E8,1.6844457375E8,1.486219835E8,8.97920870625E7,1.5463658326446077E8,2.107923674375E8,1.368160385E8,6.57126554375E7,7.1873050125E7,5.11862389375E7,9.96379615625E7,1.341190706875E8,1.808516236875E8,1.4820351043063724E8,2.40067433625E8,Tanz.,9.442697751715909E7,TZ,Tanzania,2.1811990278431345E7,54949.117647058796,Africa,"{""type"":""Point"",""coordinates"":[34.808596757989115,-6.2557018937705]}"
0000bfe9635e5b0e104c,5.857038554126912E10,2867738.4375,8.1067894E7,8.6083176375E7,7.370843364779411E7,7.8819844625E7,8.917336715392157E7,1.1135814596691176E8,1.4197595432230392E8,1.751952486875E8,4.291871725E7,3.591552585955882E7,3.359477699681373E7,3.5453218375E7,6.693586319632353E7,6.96601461875E7,3.881368475E7,1.8957056575E8,1.04948052E8,Moz.,7.884955260869049E7,MZ,Mozambique,2.340653791764706E7,63165.34117647058,Africa,"{""type"":""Point"",""coordinates"":[35.62097061512667,-17.18130380992076]}"
000067cf1b66d1d119aa,2.976362400857843E7,,,,,,,,,,,,,,,,,,,Como.,165362.40232862532,CN,Comoros,103236.00392156864,30.5921568627451,Africa,"{""type"":""Point"",""coordinates"":[43.68177397285723,-11.889867026187286]}"
00003e810915ab9f8e78,7.12733092727701E10,5.5562525375E7,1.744580013125E8,2.157980081875E8,1.90701909E8,3.00050197875E8,7.165312517757353E8,2.863560124375E8,2.89170156375E8,7.261871932242647E8,3.0910640465073526E8,5.8618695613235295E7,1.087371645862745E8,6.2930983375E7,1.23624369125E8,1.6320469075E8,2.780072695625E8,1.52327300375E8,2.05468942875E8,Madag.,5.9230335691441074E7,MA,Madagascar,1.6088580800000044E7,80375.51372549016,Africa,"{""type"":""Point"",""coordinates"":[46.73598435731345,-19.327868921217327]}"
0000a0d67efb815049ba,2.8706556054791665E9,,5819992.75,1.55494316875E7,5.03185700625E7,1.16536206875E7,7.061377538088235E7,1.74583086875E7,2.3896900392892156E7,3.27447379375E7,3.6649538625E7,4864592.875,4820760.6875,2902518.5,5803225.875,7748503.9375,1.2635401875E7,9714204.8125,1494999.0975490196,Mal.,1.191266290759183E7,MI,Malawi,1862901.662745096,3286.6078431372543,Africa,"{""type"":""Point"",""coordinates"":[34.29649818039752,-13.197487061151628]}"
0000a70d93b61cce266d,3.44648909208843E10,8711433.4375,2.6173362875735292E8,1.7442470625E7,1.594237997612745E8,7.829871650931373E7,1.58759084125E8,1.13188092875E8,1.73228227375E8,1.393469109375E8,1.066692245625E8,1.5542128875E7,1.697349399117647E7,9651591.75,2.7871477575735293E7,1.4507946125E7,3.00337226875E7,3.468223015661765E7,1.0567297308602941E8,Zam.,7.540316586687256E7,ZA,Zambia,1.987339512941186E7,37106.47058823532,Africa,"{""type"":""Point"",""coordinates"":[27.829145779173686,-13.453979141329983]}"
0000c665d77fa2bcba0f,5.871525329289705E9,1.3167981625E7,1.12332830625E7,1.68541053125E7,6.015769585220589E7,3.6670409875E7,3.35963815625E7,6.41886304754902E7,4.277668699019608E7,1.5600379475E8,1.88271241875E7,1.3908743202941176E7,2.5296761125E7,3.8475717E7,2.823873336617647E7,6.6566518125E7,2.33991315625E7,8485933.375,6.3911321E7,Zimb.,3.9191552192195244E7,ZI,Zimbabwe,4500557.992156877,7013.709803921571,Africa,"{""type"":""Point"",""coordinates"":[29.871680869399864,-18.992615836871718]}"
00001f6bcdb862d2b543,9340019.375,,,,,,,,,,,,,,,,,,,Bots.,5.796536298949845E7,BC,Botswana,1208905.3019607845,10.0,Africa,"{""type"":""Point"",""coordinates"":[23.824989845304263,-22.168490146212637]}"
00006db877584ba55940,4.8927711192647055E7,,,,,,,938226.0,,,3782966.5625,,,,,,,,,Nam.,8.260346561022395E7,WA,Namibia,797578.5607843142,56.85098039215686,Africa,"{""type"":""Point"",""coordinates"":[17.208323558688672,-22.078339418646205]}"
0000827eada8a766a217,6.227016186017574E10,6.32344315E7,1.52400289514951E8,2.77253319625E8,2.414029103125E8,1.66502346125E8,2.667867649375E8,1.721637154375E8,1.9835580775E8,2.61043916125E8,1.57277309125E8,3.20192253125E7,2.2419614375E7,1.061317971384804E8,5.34685269375E7,1.379818914375E8,1.5598734065735292E8,7.57390025625E7,2.14399125E8,Ang.,1.2516022907389411E8,AO,Angola,3.9399449709803864E7,66855.3137254902,Africa,"{""type"":""Point"",""coordinates"":[17.54459891634009,-12.275274587293453]}"
0000fd90e3c558ba9462,1.6563961401666668E8,,2972851.75,,,,1982034.125,1982989.9375,1981769.8125,2972291.1875,,,,,,,,2972584.9375,,Buru.,2695425.15910265,BY,Burundi,602792.0470588232,182.06274509803922,Africa,"{""type"":""Point"",""coordinates"":[29.89100207570303,-3.3654954496373284]}"
0000e98ab3c35ac0ab55,3.911826058517157E8,,6949118.875,,,,,1985778.8125,2978235.0625,6947396.0625,8932293.5,,,992730.875,,,,,,Rw.,2539144.2756922045,RW,Rwanda,574973.5333333336,423.1058823529412,Africa,"{""type"":""Point"",""coordinates"":[29.9254650889524,-2.0001620312421275]}"
0000ae4c7f753d8f8e7d,1.7934755987244118E10,4.73709639125E8,3.5715103286127454E8,4.4813013368235296E8,6.59009617067647E8,4.6750500211446077E8,4.5281640973382354E8,7.445555053259804E8,5.621912095990195E8,1.0218165073906863E9,4.32479036375E8,2.8848036409411764E8,6.597137280901961E8,4.5464777376053923E8,7.299187084370098E8,7.016218294166667E8,2.3459820271911764E8,5.270305703117647E8,3.588608295355392E8,S. Afr.,1.2214303404214895E8,SF,South Africa,8706309.1686275,31678.443137254922,Africa,"{""type"":""Point"",""coordinates"":[25.201799461592113,-28.975081121649072]}"
0000fb0f4142a2774101,0.0,,,,,,,,,,,,,,,,,,,Leso.,3059622.939959969,LT,Lesotho,57852.80392156861,0.0,Africa,"{""type"":""Point"",""coordinates"":[28.248308734481604,-29.582314041393534]}"
000073a87b522ea4f275,8.408024178688726E8,5.26689131875E7,5.97964507E7,1.5207429442647059E7,2.94605958125E7,1.9527931573039215E7,4.110489930710784E7,2.6528406430882353E7,3.383857315367647E7,5.35692619375E7,2.58658083125E7,3.506592696887255E7,4.069680095686275E7,5.027717132303922E7,3.3456286536764707E7,6.732107530735293E7,5.6198279875E7,3.2154415438235294E7,9.646879558529411E7,Swaz.,1739289.3762872913,WZ,Swaziland,491749.8980392154,1806.0627450980382,Africa,"{""type"":""Point"",""coordinates"":[31.497700494046814,-26.56458148548858]}"
00002da53f953b6470b0,0.0,,,,,,,,,,,,,,,,,,,Fr. S. & Ant. Lands,735802.7813015669,FS,French S & Antarctic Lands,0.0,0.0,Indian Ocean,"{""type"":""Point"",""coordinates"":[68.57346109536785,-48.90736879530369]}"
0000b51d8b77b860ffeb,2.563863607745098E7,,,,,,,,,,,,,,,,,,,Reu.,251174.9638484261,RE,Reunion,138500.2274509804,27.63921568627451,Indian Ocean,"{""type"":""Point"",""coordinates"":[55.53237195022898,-21.133421421763508]}"
000088766c1a988f7ac5,6254436.51495098,,,,,,,,,,,,,,,,,,,Mauris.,200944.01964434164,MP,Mauritius,69242.13333333342,6.701960784313726,Indian Ocean,"{""type"":""Point"",""coordinates"":[57.895385547682494,-20.122577915865335]}"
00000722d8162f1263ab,969256.5,,,,,,,,,,,,,,,,,,,May.,37092.02659698927,MF,Mayotte,24225.623529411758,1.0,Africa,"{""type"":""Point"",""coordinates"":[45.148316021304694,-12.821977355785998]}"
00006cc9d7ca09999110,0.0,,,,,,,,,,,,,,,,,,,Sey.,43454.47232834154,SE,Seychelles,3718.9098039215687,0.0,Indian Ocean,"{""type"":""Point"",""coordinates"":[51.659109651146586,-6.819243027877559]}"
0000d7355006dcc91018,,,,,,,,,,,,,,,,,,,,Br. Ind. Oc. Terr.,5197.87445723714,IO,British Indian Ocean Terr,0.0,0.0,Indian Ocean,"{""type"":""Point"",""coordinates"":[72.26109748560368,-6.951359843429635]}"
000011e2a8f69e76062b,0.0,,,,,,,,,,,,,,,,,,,Mald.,16214.144969939169,MV,Maldives,539.686274509804,0.0,S Asia,"{""type"":""Point"",""coordinates"":[73.22005440131295,3.7558397170448634]}"
00006be41e45e14a1322,6.346411781248503E10,8.799793960501717E9,3.854020227439951E9,9.147563866963236E8,1.0759935654517157E9,2.0172739088828433E9,3.871273725056373E9,3.7750010323625E9,5.321524679179656E9,3.0431061671889706E9,3.9530467052860293E9,4.611191486814462E9,8.108024118169607E9,1.1726505125573528E9,6.462361606783087E9,2.8975336392438726E9,4.216218308369608E9,2.5864741812669115E9,1.9318915499659314E9,Austl.,7.699189290363656E8,AS,Australia,4.194725332941183E7,158860.25490196052,Australia,"{""type"":""Point"",""coordinates"":[134.30234228700996,-25.765568325727884]}"
0000256f0b84da606902,2.850923896072582E11,2.4399911707235293E9,8.287105320439951E9,9.588330814447304E9,1.5122795798282352E10,6.831625010649755E9,9.89786416510441E9,8.222734955779167E9,1.2378995009328186E10,4.220297153669608E9,4.046521106631618E9,3.1159555334666667E9,2.3654099320862746E9,6.808852324911274E9,7.075255277902942E9,8.516661765793382E9,9.238159382080147E9,8.873787039647793E9,1.2059791322676226E10,Indo.,1.8867385442954606E8,ID,Indonesia,1.4481465202352965E8,427440.91764705715,SE Asia,"{""type"":""Point"",""coordinates"":[117.20707912628488,-2.2722957177469927]}"
000005e2397e5bc1e0d1,1.898274245352941E8,,,,,,,,,,,,,,982911.5625,,,,796254.1147058824,Tim.-Les.,1500255.3478444407,TT,Timor-Leste,594998.3098039215,195.2039215686274,SE Asia,"{""type"":""Point"",""coordinates"":[125.85320561931425,-8.821213376648217]}"
000070b75739d90be5c8,0.0,,,,,,,,,,,,,,,,,,,Ash. & Cart. Is.,126.01821893653911,AT,Ashmore & Cartier Is,0.0,0.0,SE Asia,"{""type"":""Point"",""coordinates"":[122.96821796231522,-12.27374596979807]}"
00001c4769ed85c9dfe1,,,,,,,,,,,,,,,,,,,,Christ. I.,14202.01998723048,KT,Christmas I,0.0,0.0,Indian Ocean,"{""type"":""Point"",""coordinates"":[105.6363647302408,-10.48540211979438]}"
0000f4d6952ce4caba01,,,,,,,,,,,,,,,,,,,,Cocos Is.,1265.2080010196355,CK,Cocos (Keeling) Is,0.0,0.0,Indian Ocean,"{""type"":""Point"",""coordinates"":[96.86197070336581,-12.182605359462041]}"
0000b9196e991463864e,8.06310249006519E10,2.1111433992142158E9,2.8974723196649513E9,3.290158742507843E9,4.287824999042893E9,2.0873340483941176E9,4.122718838109804E9,2.6934528325470586E9,3.3255985549779415E9,2.8039980083053923E9,2.560118121713725E9,2.0821271011218138E9,1.1170887599232843E9,2.303662796882843E9,2.371853521919118E9,2.1580708710348034E9,2.6969118330443625E9,2.365568684323775E9,4.447385130629168E9,Malay.,3.304130927644308E7,MY,Malaysia,2.7161251552941218E7,131536.8274509798,SE Asia,"{""type"":""Point"",""coordinates"":[109.71900278343442,3.8116593185973913]}"
00002e6df89f4fc01699,4.112992144467694E10,7831320.375,5.392870978480393E7,3.011876345E7,6.87167728735294E7,5.032583463063726E7,8.239501614387254E7,9.968696968112744E7,1.8064377488480392E8,2.2329241840833333E8,8.675487346862745E7,2.1479442875E7,1.4544394125E7,3.1474084659313723E7,2.0601532602941178E7,4.7760676756862745E7,5.058233904436274E7,2.3384101125E7,6.823941995514706E7,Thai.,5.1525611820884556E7,TH,Thailand,1.612135348235295E7,43523.50196078439,SE Asia,"{""type"":""Point"",""coordinates"":[101.01282994522896,15.091658103416338]}"
00000df7e4861c52ae10,5.772678189200196E10,2.4017261375E7,2.407840429625E8,1.8755737675073528E8,3.295742993017157E8,5.301439232933824E8,7.224142115169117E8,6.830105017291667E8,7.205450644387256E8,7.496817341338236E8,5.17583066922549E8,6.20760714375E7,5.207398029289216E7,1.0065903786544117E8,1.3026549823112746E8,1.3473533802598038E8,2.263048810642157E8,1.6385949906715685E8,3.192611767105392E8,,6.679054655686233E7,BM,Burma,3.679432472156863E7,68558.66666666663,SE Asia,"{""type"":""Point"",""coordinates"":[96.51642838308169,21.061131105881493]}"
0000537cd4e0474c3875,2.6258218115334072E10,3.77440485625E7,1.7950511125E7,5.65800248125E7,7.057038125E7,1.04494128E8,2.5543433659436274E8,2.4114626023039216E8,3.7111749632696074E8,4.01871565257843E8,2.507516063367647E8,5.8446866375E7,2.6987347875E7,8.325308575E7,4.981844367573529E7,3.073151837745098E7,3.31541553125E7,4.6583172053186275E7,4.60391E7,,3.157229968988889E8,IN,India,3.2269323180392254E7,31402.988235294168,S Asia,"{""type"":""Point"",""coordinates"":[79.57964433730989,22.762328774656545]}"
00004debd33e3e12f9a2,2.9261247985357842E9,1815217.0,1851350.0625,1853620.5625,4624724.0,1848728.75,922193.1875,2776909.875,1.19656520625E7,2.1500252003186274E7,1.47930234375E7,925647.0625,927811.5,2781223.0625,3682400.1875,1362615.9522058824,,4635214.5,3684376.25,Bangl.,1.3826205450541025E7,BG,Bangladesh,1570289.2352941192,3267.0156862745093,S Asia,"{""type"":""Point"",""coordinates"":[90.28182335177792,23.84574043942299]}"
00009faf7655e6d14030,1.3949244092499018E10,910594.1875,4.424486965735294E7,1.17274298125E7,9.2387614375E7,4.034061336200981E7,5.5605188399754904E7,5.558532548063725E7,1.404463943125E8,1.1812770197671568E8,4.7120220375E7,4522182.0,6906438.3125,906603.125,1.589948175E7,3.885186183946078E7,2.6992976558333334E7,8.51502665625E7,3.756753690588235E7,,2.151622211791798E8,CH,China,2.657466383529411E7,16346.031372549041,E Asia,"{""type"":""Point"",""coordinates"":[94.59128656234942,30.628942509722098]}"
0000bdd946bd0edff8a3,5.7970884072896835E10,1.99639393125E7,2.5318741131887254E8,2.3159685581176472E8,3.210107226522059E8,5.0732785075E8,4.431131452316176E8,6.480649988321078E8,1.181892066594853E9,8.831160304946078E8,5.688504160906863E8,2.55754456875E7,7.7966419125E7,4.6880240556372546E7,7.34087446875E7,2.016698940625E8,2.79467231875E8,1.231628435625E8,3.3235075957058823E8,,2.304692327617789E7,LA,Laos,1.687605055686281E7,68286.756862745,SE Asia,"{""type"":""Point"",""coordinates"":[103.80470439075098,18.481964676964097]}"
0000e4a0eaf167fcfb98,2.6036908755425472E10,3.539111378970589E7,1.7324059547632353E9,1.6595881412629905E9,1.5714984747985294E9,1.7797189468061275E9,1.1339389498879902E9,7.81487896125E8,9.454208330938724E8,4.1234982870367646E8,3.396793468272059E8,2.274352409625E8,2.5056293271764705E8,4.6051647118063724E8,2.891451010625E8,3.558052207610294E8,2.72462478682598E8,4.375282352661765E8,6.332527604213235E8,Camb.,1.820216758259314E7,CB,Cambodia,7524790.717647083,40624.709803921396,SE Asia,"{""type"":""Point"",""coordinates"":[104.91760401001636,12.712646900782518]}"
0000e9c23698381a46bb,5.2331167897146324E10,7.864176348406863E7,5.726666143924019E8,4.439649117968137E8,8.456058559514706E8,4.902625411845588E8,9.482052466093136E8,8.184256997612746E8,1.3021039121308823E9,8.710242559034313E8,5.382582842071078E8,1.525691755375E8,4.363828361176471E7,1.52299951E8,2.386284853125E8,1.5988549846642157E8,1.5049301732965687E8,3.119452907254902E8,4.3843494106789213E8,Viet.,3.2821230087724913E7,VM,Vietnam,1.404017038039223E7,64042.06274509808,SE Asia,"{""type"":""Point"",""coordinates"":[106.35068105868669,16.55045757183099]}"
000036241cff2c6ee25f,1.3924995414469666E11,6.5613910875E7,5.479305116875E8,5.62450701E8,6.205487301875E8,5.942667952470589E8,7.101499745335784E8,7.178570219262254E8,1.50464267325E9,1.046143324875E9,7.62098543375E8,1.14791441625E8,1.211471775625E8,3.435022056875E8,3.17853988375E8,5.706596695E8,8.015980174813726E8,9.37294895875E8,6.862390543125E8,,2.125667531232674E8,CH,China,7.476168584313709E7,166576.7725490194,E Asia,"{""type"":""Point"",""coordinates"":[112.4760103210038,28.619054622585058]}"
0000daead221d1a693af,0.0,,,,,,,,,,,,,,,,,,,Parc. Is.,198.7932795084184,PF,Paracel Is,0.0,0.0,SE Asia,"{""type"":""Point"",""coordinates"":[112.32975062763354,16.83475496159469]}"
00009e73383843bf96cf,3.706144813161766E7,,,,,,,4606955.120588236,,993045.1875,993034.5,,,,,,,,,Sing.,68882.26283452958,SN,Singapore,14067.662745098049,43.9607843137255,SE Asia,"{""type"":""Point"",""coordinates"":[103.8184748218595,1.357067556906704]}"
00009a90d4b8ee207d89,3.850178461475489E8,1979808.375,3016632.374264706,1.3758387240931371E7,3483647.0901960786,5123177.413235295,3064493.7838235293,6002666.893627451,1.1816748875E7,384350.56323529413,15532.414705882353,,1980221.6875,2969935.125,1979737.5,1980776.6875,,4951305.5,9592234.055882353,Bru.,591813.7592692244,BX,Brunei,516215.00000000035,461.6705882352942,SE Asia,"{""type"":""Point"",""coordinates"":[114.74898511561206,4.52140660887556]}"
00002268dfe8750965b1,1.3656238252962992E10,4904441.125,2.724147815E7,5894400.5,1.86480138125E7,5.875286727205882E7,8.452189500245097E7,2.4493366200735293E7,7.42824340627451E7,3.44546245E7,1.17865616875E7,983904.4375,3942267.0,1.37767651875E7,7763317.0,6787418.125,1.8600372E7,1.176726925E7,1.85425395625E7,Phil.,2.9150612497368775E7,RP,Philippines,1.5752938784313768E7,14444.556862745108,SE Asia,"{""type"":""Point"",""coordinates"":[122.91816679938358,11.71552096569041]}"
0000c043cc0cb028c629,0.0,,,,,,,,,,,,,,,,,,,,46364.94117083514,PS,Palau,32469.564705882352,0.0,Oceania,"{""type"":""Point"",""coordinates"":[134.5119611470488,7.421739697577492]}"
000032b54fec2f8fa738,0.0,,,,,,,,,,,,,,,,,,,Spr. Is.,44.18027086417453,PG,Spratly Is,0.0,0.0,SE Asia,"{""type"":""Point"",""coordinates"":[114.33637652544432,11.44131287692352]}"
00007eeb20acc0f4b910,2760346.8125,,,,,,,,,920347.9375,919475.125,,,,,,,,,H.K.,99060.5282799168,HK,Hong Kong,43210.68235294121,5.0,E Asia,"{""type"":""Point"",""coordinates"":[114.12901279055357,22.387790674364435]}"
0000d6349ce66e9954d7,0.0,,,,,,,,,,,,,,,,,,,,817.9275334238338,MC,Macau,10.050980392156864,0.0,E Asia,"{""type"":""Point"",""coordinates"":[113.54534170302755,22.199232536860933]}"
0000084167e61cf70197,1.811341115504902E8,,,,,,,,917950.25,,,,,,,,,,1834805.625,Tai.,3640695.1638651122,TW,Taiwan,2262392.7215686296,201.09019607843138,E Asia,"{""type"":""Point"",""coordinates"":[120.95456393909168,23.747734992932095]}"
00005fba1bfb250b39a4,0.0,,,,,,,,,,,,,,,,,,,,424.90119934942817,UU,Senkakus,0.0,0.0,E Asia,"{""type"":""Point"",""coordinates"":[123.47441198798501,25.743672042025857]}"
0000a4f1d265cc07840c,6.799767011579657E9,1549728.0625,9301204.875,1.01227101875E7,1.0316921375E7,2252393.8125,9435681.1875,3774613.4375,2.4779316758333333E7,1.4801201501470588E7,1.87580489375E7,1576451.875,3149063.875,8750832.75,1.42272975E7,1.89813761875E7,1.48883246875E7,1.40170081875E7,9833922.0625,,3.7607853041797146E7,JA,Japan,3.011519267843152E7,8954.313725490196,E Asia,"{""type"":""Point"",""coordinates"":[137.7154425680189,37.522233130614474]}"
0000aa984344f84e79fe,2.929284194273284E9,1595086.0,7162264.625,7985561.3125,3408604.0262254905,3227534.25,1607749.8125,4002054.8125,1.1182809375E7,1.678250225E7,9628842.75,1618928.875,,7157164.0,7103850.869117647,3201741.0,1.354104819117647E7,4039097.9375,1.76941773125E7,S. Kor.,9863527.161111532,KS,"Korea, South",4580182.345098122,3801.125490196079,E Asia,"{""type"":""Point"",""coordinates"":[127.80691118128885,36.365151960272854]}"
0000313ce022b073c7e2,2.770649056412255E9,8364472.5,6782547.9375,1504208.875,8322805.8125,4458491.5,8292048.625,4.394287625E7,1.5909934875E7,8196850.113970588,7468951.5,5185045.140441176,743683.875,8360942.5625,1.97050770625E7,6035088.625,1.2112428625E7,2.76030479375E7,1.27446230625E7,N. Kor.,1.218791880035469E7,KN,"Korea, North",4500459.937254918,3936.8470588235296,E Asia,"{""type"":""Point"",""coordinates"":[127.14447566638405,40.13263055559149]}"
00002084d7ed7ff51a56,0.0,,,,,,,,,,,,,,,,,,,,5103.36936150341,UU,Korean Is. (UN Jurisdiction),1466.2627450980392,0.0,E Asia,"{""type"":""Point"",""coordinates"":[124.67770265526781,37.9531627175415]}"
0000d7d538d84bd413d7,1.1369077168352451E10,1.01094274875E8,1.508054239375E8,4.27921654375E7,2.122557250147059E7,8259281.75,7344452.25,1.47572185E7,1.2259854090196079E7,3.93014745E7,9.341301775E7,1.83128217E8,5.81013240720098E8,6.106787673485293E8,6.78944766875E7,7.982762733997549E8,8.7398067125E7,1.466517646875E8,1.20219459625E8,,2.4573315828010905E8,CH,China,3.9643300125490256E7,22311.29411764706,E Asia,"{""type"":""Point"",""coordinates"":[118.31375432757322,43.05070544671613]}"
0000ebaccbd994204c4d,5.954086005377696E9,5.67622131875E7,2.37289513125E7,2587660.0625,2.6608498021666667E8,,624530.25,8.1936973375E7,2.5227288875E7,2.9419584435E8,6.55768585625E7,7.351943941862746E7,2.68525558375E8,3.85045364E8,9892536.203921568,2.14772731875E7,4.1833203E8,2.983233078453431E8,7.179733104004902E8,Mong.,1.5607919192750555E8,MG,Mongolia,3994410.925490196,13711.937254901959,N Asia,"{""type"":""Point"",""coordinates"":[103.14085456837161,46.965771697940795]}"
0000db1084d1a70f6602,1.501453975E7,,,,,,,,,,,734958.9375,,,,,,,,,2.6081411442090732E8,CH,China,1551120.3294117646,22.0,E Asia,"{""type"":""Point"",""coordinates"":[89.9200912602344,40.18366121352168]}"
0000a6156138f2cc951d,9.05802428264706E7,,882264.25,,,,,881339.4375,884103.0,887597.875,2651533.6875,,,,,,,,,Bhu.,3864470.2541568633,BT,Bhutan,2278916.160784313,109.36078431372549,S Asia,"{""type"":""Point"",""coordinates"":[90.43193237656575,27.39589337705387]}"
0000c60a0303edd3cfa7,0.0,,,,,,,,,,,,,,,,,,,,3044784.742152995,UU,Aksai Chin,2.0,0.0,S Asia,"{""type"":""Point"",""coordinates"":[79.13238313896805,35.02836986481032]}"
0000774678b6320fef2b,9609731.6875,,,,,,,,,,,,,,,,,,,Kyr.,1.9804205542977337E7,KG,Kyrgyzstan,684207.9372549019,13.0,Central Asia,"{""type"":""Point"",""coordinates"":[74.49681094858383,41.47656698414112]}"
000091852be28ac0d62d,7.387935582585783E8,3.2800097E7,3142553.25,5021049.727696078,1273544.25,1185381.5,599423.9375,,594049.5625,3594174.8125,2467263.625,7556444.625,3.7270159915196076E7,6.36486500625E7,1.55784556875E7,2.7114271797303922E7,5.54051275E7,3.3802073625E7,1.597947825E7,Kaz.,2.7178684116272616E8,KZ,Kazakhstan,5051804.964705884,1678.9529411764706,Central Asia,"{""type"":""Point"",""coordinates"":[67.21741105756519,48.36664888993232]}"
0000c7a7291bbb988b99,0.0,,,,,,,,,,,,,,,,,,,Taj.,1.4117941690719455E7,TI,Tajikistan,78087.80392156848,0.0,Central Asia,"{""type"":""Point"",""coordinates"":[71.02146798739706,38.533086043694716]}"
0000cd0cf9555e9e59d4,3750174.4375,,,,,,769652.8125,,,,,,,,,,,,,Uzb.,4.483372034064717E7,UZ,Uzbekistan,135000.03529411746,6.0,Central Asia,"{""type"":""Point"",""coordinates"":[63.28787768926164,41.79312094730625]}"
0000df357fff1706f092,1.278320295490196E7,,,,,,,,,,,,,,,,,,,Afg.,6.420934791972097E7,AF,Afghanistan,227218.80392156867,15.43529411764706,S Asia,"{""type"":""Point"",""coordinates"":[65.94778510434948,33.81494000059736]}"
0000e3454c8aad03bb4b,1.0797043385759804E8,,2520212.25,,,,,,,,,,,,,839822.8125,,,2519798.75,Pak.,8.737522059793758E7,PK,Pakistan,975813.2039215701,136.56470588235294,S Asia,"{""type"":""Point"",""coordinates"":[69.19999765510346,29.884062932318013]}"
00002751d50b2c3e7fa2,0.0,,,,,,,,,,,,,,,,,,,,279818.5841604956,UU,Siachen-Saltoro Area,0.0,0.0,S Asia,"{""type"":""Point"",""coordinates"":[77.16240247576276,35.36806167035109]}"
0000deb71ac940573c78,0.0,,,,,,,,,,,,,,,,,,,,148952.41994765974,UU,Demchok Area,0.0,0.0,S Asia,"{""type"":""Point"",""coordinates"":[79.33417775117861,32.875558348336256]}"
